date,road,fixed_corridor,observation_time,time_block,day,weather,temperature,rain_chance,traffic_level,traffic_score,traffic_pattern,congestion_location,day_encoded,traffic_pattern_encoded,traffic_level_encoded,congestion_location_encoded
2026-08-17,lagos-ibadan expressway,ojota-berger,2026-08-19 13:06:00,2026-08-19 13:00:00,Sunday,heavy rain,23.0,0.56,low,1,G,road segment,6,0,0.0,1
2026-09-10,third mainland bridge,oworonshole-adekunle,2026-08-19 15:35:00,2026-08-19 15:00:00,Wednesday,mostly cloudy,25.2,0.16,medium,2,Y,mixed,2,1,1.0,3
2026-09-10,ikorodu road,unknown,2026-08-19 15:33:00,2026-08-19 15:00:00,Saturday,mostly cloudy,25.5,0.15,medium,2,Y/R,junction,5,5,1.0,2
2026-08-26,ikorodu road,unknown,2026-08-19 19:28:00,2026-08-19 19:00:00,Tuesday,light rain,24.4,0.36,medium,2,Y,mixed,1,1,1.0,3
2026-08-22,lagos-ibadan expressway,ojota-berger,2026-08-19 19:10:00,2026-08-19 19:00:00,Monday,partly sunny,27.5,0.14,high,3,G/Y/R,junction,0,6,2.0,2
2026-08-22,ikorodu road,unknown,2026-08-19 19:23:00,2026-08-19 19:00:00,Thursday,partly sunny,26.7,0.06,high,3,R,junction,3,2,2.0,2
2026-08-31,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:01:00,2026-08-19 09:00:00,Tuesday,heavy rain,24.4,0.82,medium,2,Y,junction,1,1,1.0,2
2026-09-11,third mainland bridge,oworonshole-adekunle,2026-08-19 19:41:00,2026-08-19 19:00:00,Monday,mostly cloudy,25.2,0.13,medium,2,Y,mixed,0,1,1.0,3
2026-08-31,third mainland bridge,oworonshole-adekunle,2026-08-19 17:21:00,2026-08-19 17:00:00,Wednesday,cloudy,25.9,0.21,high,3,Y/R,mixed,2,5,2.0,3
2026-08-22,lagos-badagry expressway,mile2-festac,2026-08-19 22:59:00,2026-08-19 22:00:00,Wednesday,light rain,24.1,0.26,low,1,G,none evident,2,0,0.0,0
2026-09-15,lagos-badagry expressway,mile2-festac,2026-08-19 09:37:00,2026-08-19 09:00:00,Tuesday,cloudy,26.6,0.15,high,3,Y/R,mixed,1,5,2.0,3
2026-09-11,lagos-badagry expressway,mile2-festac,2026-08-19 11:12:00,2026-08-19 11:00:00,Friday,mostly cloudy,24.9,0.15,low,1,G,road segment,4,0,0.0,1
2026-08-31,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:55:00,2026-08-19 20:00:00,Sunday,partly sunny,27.7,0.12,medium,2,Y/R,mixed,6,5,1.0,3
2026-08-17,apapa-oshodi expressway,mile2-oshodi,2026-08-19 15:46:00,2026-08-19 15:00:00,Thursday,mostly cloudy,24.7,0.11,medium,2,G/Y,mixed,3,3,1.0,3
2026-08-07,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 09:18:00,2026-08-19 09:00:00,Monday,partly sunny,27.3,0.12,medium,2,G/Y/R,junction,0,6,1.0,2
2026-08-05,funsho williams avenue,unknown,2026-08-19 20:33:00,2026-08-19 20:00:00,Friday,cloudy,27.3,0.13,medium,2,Y/R,mixed,4,5,1.0,3
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 17:30:00,2026-08-19 17:00:00,Wednesday,partly sunny,26.2,0.05,high,3,Y/R,mixed,2,5,2.0,3
2026-08-25,third mainland bridge,oworonshole-adekunle,2026-08-19 15:34:00,2026-08-19 15:00:00,Thursday,light rain,24.9,0.39,medium,2,G/Y,road segment,3,3,1.0,1
2026-08-09,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:56:00,2026-08-19 12:00:00,Wednesday,cloudy,25.6,0.17,medium,2,G/Y/R,junction,2,6,1.0,2
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:36:00,2026-08-19 08:00:00,Wednesday,heavy rain,22.9,0.55,high,3,R,junction,2,2,2.0,2
2026-09-05,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:24:00,2026-08-19 16:00:00,Sunday,mostly cloudy,27.0,0.18,high,3,R,mixed,6,2,2.0,3
2026-09-15,lagos-badagry expressway,mile2-festac,2026-08-19 07:02:00,2026-08-19 07:00:00,Friday,heavy rain,22.9,0.57,high,3,G/Y/R,mixed,4,6,2.0,3
2026-09-07,third mainland bridge,oworonshole-adekunle,2026-08-19 12:40:00,2026-08-19 12:00:00,Wednesday,heavy rain,22.9,0.57,medium,2,G/Y,junction,2,3,1.0,2
2026-08-04,apapa-oshodi expressway,mile2-oshodi,2026-08-19 07:46:00,2026-08-19 07:00:00,Monday,light rain,24.3,0.36,high,3,G/Y/R,road segment,0,6,2.0,1
2026-09-01,third mainland bridge,oworonshole-adekunle,2026-08-19 11:16:00,2026-08-19 11:00:00,Tuesday,cloudy,25.6,0.19,low,1,G,road segment,1,0,0.0,1
2026-08-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:43:00,2026-08-19 14:00:00,Tuesday,heavy rain,22.5,0.62,medium,2,Y,road segment,1,1,1.0,1
2026-08-01,funsho williams avenue,unknown,2026-08-19 20:07:00,2026-08-19 20:00:00,Sunday,partly sunny,28.9,0.1,low,1,G,road segment,6,0,0.0,1
2026-09-12,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:25:00,2026-08-19 09:00:00,Monday,cloudy,25.7,0.18,high,3,Y/R,road segment,0,5,2.0,1
2026-08-26,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 12:22:00,2026-08-19 12:00:00,Thursday,partly sunny,28.5,0.14,medium,2,Y/R,mixed,3,5,1.0,3
2026-09-03,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:54:00,2026-08-19 17:00:00,Wednesday,cloudy,25.7,0.14,high,3,Y/R,mixed,2,5,2.0,3
2026-08-27,apapa-oshodi expressway,mile2-oshodi,2026-08-19 14:35:00,2026-08-19 14:00:00,Sunday,cloudy,27.9,0.2,low,1,G/R,road segment,6,4,0.0,1
2026-09-03,funsho williams avenue,unknown,2026-08-19 17:14:00,2026-08-19 17:00:00,Saturday,cloudy,25.3,0.2,high,3,G/Y/R,mixed,5,6,2.0,3
2026-08-12,third mainland bridge,oworonshole-adekunle,2026-08-19 14:56:00,2026-08-19 14:00:00,Friday,heavy rain,24.0,0.83,medium,2,G/Y,junction,4,3,1.0,2
2026-09-05,third mainland bridge,oworonshole-adekunle,2026-08-19 17:24:00,2026-08-19 17:00:00,Sunday,mostly cloudy,24.5,0.12,high,3,Y/R,mixed,6,5,2.0,3
2026-09-14,lagos-ibadan expressway,ojota-berger,2026-08-19 20:26:00,2026-08-19 20:00:00,Friday,cloudy,27.1,0.14,low,1,G/R,road segment,4,4,0.0,1
2026-09-04,ikorodu road,unknown,2026-08-19 07:27:00,2026-08-19 07:00:00,Tuesday,light rain,25.4,0.26,high,3,G/Y/R,road segment,1,6,2.0,1
2026-08-10,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:55:00,2026-08-19 17:00:00,Friday,cloudy,26.4,0.17,high,3,G/Y/R,road segment,4,6,2.0,1
2026-09-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 19:51:00,2026-08-19 19:00:00,Monday,partly sunny,26.8,0.11,high,3,Y/R,road segment,0,5,2.0,1
2026-08-19,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:37:00,2026-08-19 13:00:00,Sunday,partly sunny,26.9,0.07,medium,2,Y/R,mixed,6,5,1.0,3
2026-08-28,ikorodu road,unknown,2026-08-19 09:39:00,2026-08-19 09:00:00,Monday,partly sunny,28.0,0.15,high,3,G/Y/R,road segment,0,6,2.0,1
2026-09-01,third mainland bridge,oworonshole-adekunle,2026-08-19 12:26:00,2026-08-19 12:00:00,Tuesday,partly sunny,26.4,0.11,medium,2,G/Y/R,road segment,1,6,1.0,1
2026-08-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:35:00,2026-08-19 13:00:00,Thursday,heavy rain,22.4,0.74,low,1,G/R,none evident,3,4,0.0,0
2026-08-27,lagos-badagry expressway,mile2-festac,2026-08-19 12:48:00,2026-08-19 12:00:00,Saturday,mostly cloudy,26.6,0.17,low,1,G/R,none evident,5,4,0.0,0
2026-08-17,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:59:00,2026-08-19 16:00:00,Friday,heavy rain,22.2,0.61,medium,2,Y/R,road segment,4,5,1.0,1
2026-08-14,ikorodu road,unknown,2026-08-19 19:28:00,2026-08-19 19:00:00,Tuesday,cloudy,26.1,0.18,medium,2,G/Y/R,junction,1,6,1.0,2
2026-08-05,lagos-ibadan expressway,ojota-berger,2026-08-19 10:30:00,2026-08-19 10:00:00,Tuesday,cloudy,27.3,0.24,low,1,G/R,none evident,1,4,0.0,0
2026-09-03,third mainland bridge,oworonshole-adekunle,2026-08-19 20:50:00,2026-08-19 20:00:00,Tuesday,partly sunny,28.3,0.08,medium,2,Y,junction,1,1,1.0,2
2026-08-06,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:37:00,2026-08-19 13:00:00,Monday,partly sunny,25.1,0.11,medium,2,Y,road segment,0,1,1.0,1
2026-08-02,apapa-oshodi expressway,mile2-oshodi,2026-08-19 16:03:00,2026-08-19 16:00:00,Sunday,partly sunny,26.5,0.09,medium,2,Y/R,mixed,6,5,1.0,3
2026-08-26,lagos-ibadan expressway,ojota-berger,2026-08-19 16:01:00,2026-08-19 16:00:00,Saturday,mostly cloudy,26.7,0.12,high,3,G/Y/R,road segment,5,6,2.0,1
2026-08-04,third mainland bridge,oworonshole-adekunle,2026-08-19 18:19:00,2026-08-19 18:00:00,Saturday,heavy rain,22.4,0.6,high,3,Y/R,mixed,5,5,2.0,3
2026-09-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 09:58:00,2026-08-19 09:00:00,Monday,mostly cloudy,25.0,0.11,high,3,G/Y/R,junction,0,6,2.0,2
2026-08-27,lagos-ibadan expressway,ojota-berger,2026-08-19 18:40:00,2026-08-19 18:00:00,Saturday,partly sunny,28.3,0.13,high,3,Y/R,junction,5,5,2.0,2
2026-09-02,funsho williams avenue,unknown,2026-08-19 20:38:00,2026-08-19 20:00:00,Tuesday,partly sunny,28.6,0.11,low,1,G,road segment,1,0,0.0,1
2026-08-12,funsho williams avenue,unknown,2026-08-19 21:32:00,2026-08-19 21:00:00,Saturday,mostly cloudy,26.4,0.13,low,1,G,none evident,5,0,0.0,0
2026-08-05,funsho williams avenue,unknown,2026-08-19 15:53:00,2026-08-19 15:00:00,Sunday,partly sunny,28.0,0.05,medium,2,G/Y,mixed,6,3,1.0,3
2026-08-30,third mainland bridge,oworonshole-adekunle,2026-08-19 19:40:00,2026-08-19 19:00:00,Thursday,cloudy,26.6,0.22,high,3,Y/R,mixed,3,5,2.0,3
2026-08-05,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:34:00,2026-08-19 20:00:00,Monday,mostly cloudy,26.3,0.16,low,1,G/R,road segment,0,4,0.0,1
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 19:49:00,2026-08-19 19:00:00,Monday,heavy rain,22.3,0.72,high,3,R,junction,0,2,2.0,2
2026-08-05,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:14:00,2026-08-19 17:00:00,Friday,mostly cloudy,25.1,0.16,high,3,Y/R,junction,4,5,2.0,2
2026-08-04,ikorodu road,unknown,2026-08-19 13:31:00,2026-08-19 13:00:00,Saturday,light rain,24.8,0.36,low,1,G/Y,none evident,5,3,0.0,0
2026-08-14,lagos-badagry expressway,mile2-festac,2026-08-19 07:52:00,2026-08-19 07:00:00,Monday,heavy rain,23.1,0.6,high,3,G/Y/R,junction,0,6,2.0,2
2026-08-27,third mainland bridge,oworonshole-adekunle,2026-08-19 14:08:00,2026-08-19 14:00:00,Wednesday,partly sunny,26.7,0.06,low,1,G,road segment,2,0,0.0,1
2026-08-30,funsho williams avenue,unknown,2026-08-19 14:44:00,2026-08-19 14:00:00,Wednesday,heavy rain,24.0,0.79,medium,2,Y/R,junction,2,5,1.0,2
2026-08-31,third mainland bridge,oworonshole-adekunle,2026-08-19 10:33:00,2026-08-19 10:00:00,Wednesday,heavy rain,23.7,0.7,low,1,G/Y,road segment,2,3,0.0,1
2026-09-02,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 12:43:00,2026-08-19 12:00:00,Monday,cloudy,26.0,0.16,medium,2,Y,junction,0,1,1.0,2
2026-08-05,lagos-ibadan expressway,ojota-berger,2026-08-19 20:30:00,2026-08-19 20:00:00,Tuesday,partly sunny,25.6,0.14,medium,2,Y/R,junction,1,5,1.0,2
2026-09-02,lagos-ibadan expressway,ojota-berger,2026-08-19 18:54:00,2026-08-19 18:00:00,Wednesday,mostly cloudy,24.8,0.17,high,3,R,mixed,2,2,2.0,3
2026-08-08,lagos-ibadan expressway,ojota-berger,2026-08-19 18:50:00,2026-08-19 18:00:00,Thursday,cloudy,27.5,0.11,high,3,Y/R,road segment,3,5,2.0,1
2026-09-07,lagos-badagry expressway,mile2-festac,2026-08-19 17:57:00,2026-08-19 17:00:00,Sunday,cloudy,27.8,0.18,high,3,Y/R,junction,6,5,2.0,2
2026-09-08,lagos-ibadan expressway,ojota-berger,2026-08-19 15:18:00,2026-08-19 15:00:00,Saturday,partly sunny,25.1,0.09,medium,2,G/Y/R,junction,5,6,1.0,2
2026-09-02,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 07:33:00,2026-08-19 07:00:00,Friday,cloudy,28.0,0.11,high,3,Y/R,road segment,4,5,2.0,1
2026-08-28,ikorodu road,unknown,2026-08-19 11:44:00,2026-08-19 11:00:00,Saturday,partly sunny,27.9,0.12,low,1,G/Y,none evident,5,3,0.0,0
2026-08-09,third mainland bridge,oworonshole-adekunle,2026-08-19 16:25:00,2026-08-19 16:00:00,Monday,heavy rain,23.4,0.63,high,3,Y/R,junction,0,5,2.0,2
2026-08-24,apapa-oshodi expressway,mile2-oshodi,2026-08-19 21:36:00,2026-08-19 21:00:00,Monday,partly sunny,27.0,0.11,low,1,G,road segment,0,0,0.0,1
2026-09-06,ikorodu road,unknown,2026-08-19 15:19:00,2026-08-19 15:00:00,Saturday,cloudy,25.1,0.25,medium,2,G/Y/R,junction,5,6,1.0,2
2026-09-13,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 21:48:00,2026-08-19 21:00:00,Sunday,cloudy,25.4,0.15,low,1,G,none evident,6,0,0.0,0
2026-08-10,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 19:28:00,2026-08-19 19:00:00,Thursday,cloudy,26.3,0.14,high,3,G/Y/R,road segment,3,6,2.0,1
2026-08-02,ikorodu road,unknown,2026-08-19 17:08:00,2026-08-19 17:00:00,Thursday,heavy rain,22.2,0.72,high,3,Y/R,road segment,3,5,2.0,1
2026-08-09,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 12:43:00,2026-08-19 12:00:00,Saturday,partly sunny,26.4,0.11,medium,2,Y,road segment,5,1,1.0,1
2026-09-02,ikorodu road,unknown,2026-08-19 21:00:00,2026-08-19 21:00:00,Wednesday,mostly cloudy,25.8,0.12,low,1,G/R,none evident,2,4,0.0,0
2026-08-12,apapa-oshodi expressway,mile2-oshodi,2026-08-19 07:27:00,2026-08-19 07:00:00,Wednesday,heavy rain,23.8,0.68,high,3,Y/R,junction,2,5,2.0,2
2026-08-07,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:09:00,2026-08-19 14:00:00,Wednesday,cloudy,25.4,0.12,medium,2,Y,junction,2,1,1.0,2
2026-09-12,funsho williams avenue,unknown,2026-08-19 14:11:00,2026-08-19 14:00:00,Monday,partly sunny,25.5,0.15,low,1,G/R,road segment,0,4,0.0,1
2026-08-31,ikorodu road,unknown,2026-08-19 14:38:00,2026-08-19 14:00:00,Sunday,cloudy,26.8,0.22,low,1,G/R,road segment,6,4,0.0,1
2026-08-12,lagos-badagry expressway,mile2-festac,2026-08-19 12:31:00,2026-08-19 12:00:00,Sunday,cloudy,27.4,0.11,low,1,G/R,road segment,6,4,0.0,1
2026-09-06,third mainland bridge,oworonshole-adekunle,2026-08-19 19:39:00,2026-08-19 19:00:00,Sunday,partly sunny,25.6,0.12,medium,2,Y,road segment,6,1,1.0,1
2026-09-04,lagos-ibadan expressway,ojota-berger,2026-08-19 12:44:00,2026-08-19 12:00:00,Wednesday,cloudy,25.5,0.13,low,1,G,road segment,2,0,0.0,1
2026-08-16,lagos-badagry expressway,mile2-festac,2026-08-19 11:22:00,2026-08-19 11:00:00,Wednesday,cloudy,26.8,0.13,low,1,G/R,none evident,2,4,0.0,0
2026-08-31,lagos-badagry expressway,mile2-festac,2026-08-19 13:42:00,2026-08-19 13:00:00,Wednesday,cloudy,27.0,0.24,low,1,G,road segment,2,0,0.0,1
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:32:00,2026-08-19 16:00:00,Saturday,heavy rain,22.8,0.81,high,3,Y/R,road segment,5,5,2.0,1
2026-09-07,funsho williams avenue,unknown,2026-08-19 09:43:00,2026-08-19 09:00:00,Monday,heavy rain,22.2,0.83,high,3,Y/R,mixed,0,5,2.0,3
2026-08-24,ikorodu road,unknown,2026-08-19 14:27:00,2026-08-19 14:00:00,Sunday,light rain,24.1,0.34,medium,2,Y/R,junction,6,5,1.0,2
2026-08-03,lagos-badagry expressway,mile2-festac,2026-08-19 14:05:00,2026-08-19 14:00:00,Friday,partly sunny,28.0,0.15,low,1,G/Y,none evident,4,3,0.0,0
2026-08-28,third mainland bridge,oworonshole-adekunle,2026-08-19 11:01:00,2026-08-19 11:00:00,Monday,light rain,25.8,0.2,low,1,G/Y,road segment,0,3,0.0,1
2026-09-07,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:05:00,2026-08-19 14:00:00,Saturday,mostly cloudy,26.7,0.14,low,1,G/Y,road segment,5,3,0.0,1
2026-09-01,funsho williams avenue,unknown,2026-08-19 09:32:00,2026-08-19 09:00:00,Thursday,partly sunny,26.6,0.07,high,3,Y/R,road segment,3,5,2.0,1
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:54:00,2026-08-19 14:00:00,Sunday,partly sunny,26.6,0.07,medium,2,G/Y,road segment,6,3,1.0,1
2026-09-02,lagos-badagry expressway,mile2-festac,2026-08-19 11:52:00,2026-08-19 11:00:00,Monday,heavy rain,22.5,0.68,low,1,G,road segment,0,0,0.0,1
2026-08-01,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:45:00,2026-08-19 20:00:00,Tuesday,cloudy,25.7,0.14,low,1,G,road segment,1,0,0.0,1
2026-08-10,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 06:32:00,2026-08-19 06:00:00,Tuesday,cloudy,25.3,0.15,low,1,G/Y,none evident,1,3,0.0,0
2026-09-06,third mainland bridge,oworonshole-adekunle,2026-08-19 06:07:00,2026-08-19 06:00:00,Monday,partly sunny,26.9,0.14,low,1,G,none evident,0,0,0.0,0
2026-08-26,lagos-ibadan expressway,ojota-berger,2026-08-19 17:12:00,2026-08-19 17:00:00,Thursday,heavy rain,23.7,0.7,high,3,Y/R,road segment,3,5,2.0,1
2026-08-28,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 06:16:00,2026-08-19 06:00:00,Friday,partly sunny,27.8,0.08,low,1,G/Y,none evident,4,3,0.0,0
2026-08-17,third mainland bridge,oworonshole-adekunle,2026-08-19 14:55:00,2026-08-19 14:00:00,Sunday,light rain,23.0,0.24,medium,2,Y/R,mixed,6,5,1.0,3
2026-08-11,lagos-badagry expressway,mile2-festac,2026-08-19 16:40:00,2026-08-19 16:00:00,Saturday,partly sunny,28.7,0.11,high,3,Y/R,road segment,5,5,2.0,1
2026-08-24,ikorodu road,unknown,2026-08-19 09:03:00,2026-08-19 09:00:00,Friday,cloudy,25.6,0.1,high,3,R,junction,4,2,2.0,2
2026-08-24,apapa-oshodi expressway,mile2-oshodi,2026-08-19 15:13:00,2026-08-19 15:00:00,Wednesday,cloudy,25.1,0.2,medium,2,G/Y,junction,2,3,1.0,2
2026-09-08,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:14:00,2026-08-19 20:00:00,Wednesday,heavy rain,24.5,0.53,medium,2,G/Y/R,road segment,2,6,1.0,1
2026-08-10,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:28:00,2026-08-19 18:00:00,Monday,light rain,23.7,0.25,high,3,R,junction,0,2,2.0,2
2026-08-17,funsho williams avenue,unknown,2026-08-19 14:56:00,2026-08-19 14:00:00,Tuesday,partly sunny,27.2,0.15,medium,2,Y/R,road segment,1,5,1.0,1
2026-08-29,lagos-badagry expressway,mile2-festac,2026-08-19 16:22:00,2026-08-19 16:00:00,Saturday,heavy rain,23.6,0.71,medium,2,G/Y/R,road segment,5,6,1.0,1
2026-09-02,funsho williams avenue,unknown,2026-08-19 13:00:00,2026-08-19 13:00:00,Wednesday,light rain,25.6,0.26,medium,2,Y/R,road segment,2,5,1.0,1
2026-09-09,apapa-oshodi expressway,mile2-oshodi,2026-08-19 08:43:00,2026-08-19 08:00:00,Thursday,mostly cloudy,24.0,0.11,high,3,R,road segment,3,2,2.0,1
2026-08-25,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:09:00,2026-08-19 13:00:00,Thursday,light rain,25.5,0.38,medium,2,Y,road segment,3,1,1.0,1
2026-09-06,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 13:08:00,2026-08-19 13:00:00,Wednesday,mostly cloudy,25.3,0.15,low,1,G/R,none evident,2,4,0.0,0
2026-08-27,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 12:27:00,2026-08-19 12:00:00,Monday,cloudy,26.8,0.23,medium,2,G/Y,mixed,0,3,1.0,3
2026-09-15,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:33:00,2026-08-19 18:00:00,Tuesday,cloudy,27.8,0.22,high,3,G/Y/R,junction,1,6,2.0,2
2026-08-13,lagos-badagry expressway,mile2-festac,2026-08-19 20:53:00,2026-08-19 20:00:00,Saturday,mostly cloudy,26.5,0.16,low,1,G,road segment,5,0,0.0,1
2026-09-15,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 07:10:00,2026-08-19 07:00:00,Tuesday,mostly cloudy,26.2,0.2,high,3,G/Y/R,mixed,1,6,2.0,3
2026-08-22,ikorodu road,unknown,2026-08-19 08:10:00,2026-08-19 08:00:00,Saturday,partly sunny,26.2,0.07,medium,2,Y,mixed,5,1,1.0,3
2026-09-07,lagos-badagry expressway,mile2-festac,2026-08-19 22:49:00,2026-08-19 22:00:00,Wednesday,partly sunny,26.1,0.1,low,1,G,none evident,2,0,0.0,0
2026-08-30,ikorodu road,unknown,2026-08-19 16:33:00,2026-08-19 16:00:00,Thursday,cloudy,25.2,0.24,high,3,G/Y/R,road segment,3,6,2.0,1
2026-08-19,lagos-badagry expressway,mile2-festac,2026-08-19 11:22:00,2026-08-19 11:00:00,Thursday,light rain,25.4,0.27,low,1,G,road segment,3,0,0.0,1
2026-08-23,funsho williams avenue,unknown,2026-08-19 16:58:00,2026-08-19 16:00:00,Friday,partly sunny,27.6,0.09,medium,2,Y/R,road segment,4,5,1.0,1
2026-08-27,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:03:00,2026-08-19 13:00:00,Friday,partly sunny,27.3,0.13,low,1,G,none evident,4,0,0.0,0
2026-08-16,third mainland bridge,oworonshole-adekunle,2026-08-19 08:57:00,2026-08-19 08:00:00,Thursday,light rain,23.9,0.31,medium,2,Y,mixed,3,1,1.0,3
2026-08-20,ikorodu road,unknown,2026-08-19 13:57:00,2026-08-19 13:00:00,Saturday,heavy rain,22.1,0.68,medium,2,Y/R,mixed,5,5,1.0,3
2026-08-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:07:00,2026-08-19 18:00:00,Sunday,mostly cloudy,26.8,0.16,high,3,R,road segment,6,2,2.0,1
2026-09-08,apapa-oshodi expressway,mile2-oshodi,2026-08-19 21:24:00,2026-08-19 21:00:00,Friday,mostly cloudy,26.2,0.2,low,1,G,road segment,4,0,0.0,1
2026-09-14,funsho williams avenue,unknown,2026-08-19 12:56:00,2026-08-19 12:00:00,Saturday,partly sunny,26.5,0.08,low,1,G,road segment,5,0,0.0,1
2026-08-20,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:59:00,2026-08-19 14:00:00,Wednesday,cloudy,26.8,0.18,low,1,G/Y,none evident,2,3,0.0,0
2026-08-17,lagos-ibadan expressway,ojota-berger,2026-08-19 14:29:00,2026-08-19 14:00:00,Tuesday,mostly cloudy,24.9,0.16,medium,2,Y/R,junction,1,5,1.0,2
2026-08-02,funsho williams avenue,unknown,2026-08-19 16:48:00,2026-08-19 16:00:00,Sunday,partly sunny,26.2,0.1,high,3,G/Y/R,mixed,6,6,2.0,3
2026-08-16,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:53:00,2026-08-19 18:00:00,Saturday,cloudy,27.9,0.2,high,3,G/Y/R,road segment,5,6,2.0,1
2026-08-14,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:16:00,2026-08-19 20:00:00,Saturday,heavy rain,22.0,0.63,low,1,G,road segment,5,0,0.0,1
2026-08-14,ikorodu road,unknown,2026-08-19 19:41:00,2026-08-19 19:00:00,Friday,mostly cloudy,26.4,0.17,medium,2,Y/R,junction,4,5,1.0,2
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:53:00,2026-08-19 17:00:00,Sunday,cloudy,26.0,0.19,high,3,R,junction,6,2,2.0,2
2026-09-05,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:19:00,2026-08-19 20:00:00,Saturday,mostly cloudy,25.1,0.1,medium,2,Y/R,road segment,5,5,1.0,1
2026-08-02,funsho williams avenue,unknown,2026-08-19 09:41:00,2026-08-19 09:00:00,Friday,mostly cloudy,25.2,0.19,high,3,R,road segment,4,2,2.0,1
2026-08-31,ikorodu road,unknown,2026-08-19 08:07:00,2026-08-19 08:00:00,Tuesday,mostly cloudy,25.3,0.13,high,3,G/Y/R,junction,1,6,2.0,2
2026-08-07,ikorodu road,unknown,2026-08-19 12:59:00,2026-08-19 12:00:00,Sunday,light rain,25.9,0.33,low,1,G,none evident,6,0,0.0,0
2026-09-08,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:30:00,2026-08-19 17:00:00,Saturday,mostly cloudy,26.4,0.15,high,3,R,junction,5,2,2.0,2
2026-08-14,funsho williams avenue,unknown,2026-08-19 18:52:00,2026-08-19 18:00:00,Sunday,mostly cloudy,24.6,0.1,high,3,R,mixed,6,2,2.0,3
2026-08-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 19:57:00,2026-08-19 19:00:00,Tuesday,light rain,25.5,0.3,high,3,R,mixed,1,2,2.0,3
2026-08-25,lagos-badagry expressway,mile2-festac,2026-08-19 20:32:00,2026-08-19 20:00:00,Sunday,mostly cloudy,26.1,0.17,medium,2,Y,mixed,6,1,1.0,3
2026-08-03,apapa-oshodi expressway,mile2-oshodi,2026-08-19 18:32:00,2026-08-19 18:00:00,Friday,mostly cloudy,24.6,0.1,high,3,R,road segment,4,2,2.0,1
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 10:18:00,2026-08-19 10:00:00,Sunday,mostly cloudy,26.4,0.16,low,1,G/Y,none evident,6,3,0.0,0
2026-08-18,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:32:00,2026-08-19 18:00:00,Sunday,light rain,24.8,0.21,high,3,R,road segment,6,2,2.0,1
